bike_id,vehicle_type_id,lat,lon,date
d352959f-cb5b-4cdc-9e3c-7248348d6994,dott_scooter,45.20358,5.73628,2023-08-15 11:59:51.598625+02:00
d36bcb14-a5e3-4c6f-ae89-c82192a02894,dott_scooter,45.176564,5.723415,2023-08-15 11:59:51.598625+02:00
d380e807-b1fa-4e9d-a4d2-d760249f5ab8,dott_scooter,45.210528,5.699836,2023-08-15 11:59:51.598625+02:00
d3bdaf6a-6830-4bb4-a9c4-9c2c2ccf4c14,dott_scooter,45.153181,5.683521,2023-08-15 11:59:51.598625+02:00
d3b5c80f-2bb6-45b8-bda4-548962e9e788,dott_scooter,45.210562,5.699813,2023-08-15 11:59:51.598625+02:00
d043a317-570e-4388-a6f5-1ae3a052ab90,dott_scooter,45.189849,5.760103,2023-08-15 11:59:51.598625+02:00
d058a4c0-2b46-4015-84b9-33081cf3efec,dott_scooter,45.21045,5.670582,2023-08-15 11:59:51.598625+02:00
d0748d21-4e58-4f62-ac85-e5c835ee7670,dott_bicycle,45.126885,5.695283,2023-08-15 11:59:51.598625+02:00
d099721a-1b24-4be2-836a-9cc69a382550,dott_bicycle,45.235841,5.675356,2023-08-15 11:59:51.598625+02:00
d0a123a4-6f3b-4aed-a750-697517b6f3c0,dott_scooter,45.216678,5.661942,2023-08-15 11:59:51.598625+02:00
d0c44150-d7b2-4917-8751-e16e1b467374,dott_scooter,45.209289,5.794594,2023-08-15 11:59:51.598625+02:00
d0c8d6b9-4225-42b8-ada6-1f2745799c20,dott_scooter,45.205945,5.749265,2023-08-15 11:59:51.598625+02:00
d10e3543-6a59-40de-af99-49694c38cd0c,dott_scooter,45.21211,5.75781,2023-08-15 11:59:51.598625+02:00
d12b7bb0-e178-46e4-ad5d-e688e2659750,dott_bicycle,45.207233,5.697869,2023-08-15 11:59:51.598625+02:00
d15dc4bc-8601-424e-ad91-c145b0ca2260,dott_scooter,45.124095,5.694391,2023-08-15 11:59:51.598625+02:00
d15ec886-82f2-4e36-bb6f-12d1f39c9020,dott_scooter,45.14357,5.713938,2023-08-15 11:59:51.598625+02:00
d181520c-951c-4e8d-8f70-4d09533e2ce8,dott_scooter,45.187635,5.72919,2023-08-15 11:59:51.598625+02:00
d184e4c5-b8b2-46b1-9e27-38e9a373fc78,dott_scooter,45.1816,5.716607,2023-08-15 11:59:51.598625+02:00
d1be6086-bad6-4cc8-9d47-c272bb3d4cd8,dott_scooter,45.196064,5.724141,2023-08-15 11:59:51.598625+02:00
d1b853f4-3d46-4151-b86c-5ea354163b70,dott_scooter,45.238072,5.688082,2023-08-15 11:59:51.598625+02:00
d1b8dc50-d930-4b4e-aff5-4569f361159c,dott_bicycle,45.183594,5.766134,2023-08-15 11:59:51.598625+02:00
d1d168e8-fea2-4d84-9a15-6bd968355018,dott_scooter,45.137572,5.713039,2023-08-15 11:59:51.598625+02:00
d1e2cbe4-7e6f-415b-a3cb-4620bef3c2d4,dott_scooter,45.182496,5.791959,2023-08-15 11:59:51.598625+02:00
d20031dd-86b8-451f-8a3f-2e5c2c808ac0,dott_scooter,45.139585,5.721295,2023-08-15 11:59:51.598625+02:00
d20bddc4-9d29-406f-83b1-451bcf1b7640,dott_bicycle,45.145299,5.691171,2023-08-15 11:59:51.598625+02:00
d25d5d31-aa26-4ebb-8ac9-3502585f6690,dott_scooter,45.183592,5.721688,2023-08-15 11:59:51.598625+02:00
d25028de-0aad-47f8-b10f-78ae644ceed4,dott_scooter,45.219801,5.678527,2023-08-15 11:59:51.598625+02:00
d2766ac5-3612-4679-a1bd-e61c72738414,dott_scooter,45.198404,5.74947,2023-08-15 11:59:51.598625+02:00
d289914c-6377-4282-8031-38e83d0bf220,dott_scooter,45.184178,5.763196,2023-08-15 11:59:51.598625+02:00
d2a0b8a6-906a-461b-b7a1-3b2340a0cacc,dott_scooter,45.14236,5.736311,2023-08-15 11:59:51.598625+02:00
d2aa5077-41a1-46d2-937f-5156883ce61c,dott_scooter,45.198036,5.718135,2023-08-15 11:59:51.598625+02:00
d75eb0dd-05fb-44bc-8f86-4d499a821fb0,dott_scooter,45.18288,5.763827,2023-08-15 11:59:51.598625+02:00
d794f43d-cd45-4c9f-a352-09958159192c,dott_scooter,45.188038,5.689562,2023-08-15 11:59:51.598625+02:00
d79aefb4-c065-46d9-9d37-cc995b8464bc,dott_scooter,45.190086,5.715631,2023-08-15 11:59:51.598625+02:00
d4206373-7999-43bd-b24d-ecd6e5ab53ec,dott_bicycle,45.122772,5.697167,2023-08-15 11:59:51.598625+02:00
d434ca02-b293-47da-ae01-44891536551c,dott_bicycle,45.194467,5.710753,2023-08-15 11:59:51.598625+02:00
d436aa2d-b05e-4d93-946a-0d8c4f236e88,dott_scooter,45.187978,5.68964,2023-08-15 11:59:51.598625+02:00
d482e679-4962-4da6-a92f-5858c0d03a78,dott_bicycle,45.215175,5.697582,2023-08-15 11:59:51.598625+02:00
d5044456-f443-44e9-97da-0301c5bd7740,dott_bicycle,45.240278,5.665932,2023-08-15 11:59:51.598625+02:00
d5260e43-c34e-4bd8-ae89-878e57c7ce78,dott_scooter,45.197955,5.718175,2023-08-15 11:59:51.598625+02:00
d5563005-15e6-4975-8505-b0f80582b560,dott_bicycle,45.188331,5.784246,2023-08-15 11:59:51.598625+02:00
d59ee2ce-671f-4d57-8623-3577151877a8,dott_scooter,45.196007,5.724221,2023-08-15 11:59:51.598625+02:00
d5908ead-84ad-490e-b688-af39ea6e5a1c,dott_bicycle,45.15683,5.727293,2023-08-15 11:59:51.598625+02:00
d6389451-73d5-4b74-b70e-70978111c568,dott_scooter,45.235808,5.6714,2023-08-15 11:59:51.598625+02:00
d686ef67-0a0b-4834-ad79-284c0673f15c,dott_bicycle,45.129774,5.695449,2023-08-15 11:59:51.598625+02:00
d6e81d8b-ab42-4f50-8f1f-245e4f21cc08,dott_scooter,45.164728,5.711034,2023-08-15 11:59:51.598625+02:00
d6eb1a77-5bb4-4d60-989e-a6dc4fa3632c,dott_scooter,45.149466,5.699932,2023-08-15 11:59:51.598625+02:00
db47e963-b4a2-4406-9180-83742bdeb9c4,dott_bicycle,45.172462,5.699237,2023-08-15 11:59:51.598625+02:00
