bike_id,vehicle_type_id,lat,lon,date,fill_color
pony_80d3891e430b4618a2b9f697635faf7a,scooter,47.48984,-0.50691,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_8f59a939a4eb490d8f58ff1943d38bd4,scooter,47.46485,-0.55737,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_76b627986b594d8aad240e4f205d5431,scooter,47.48651,-0.55519,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_cca9aad07d6c4196bfa09f518997a68e,scooter,47.4866,-0.53788,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_339e3984849b4a64938fb89c477f546f,scooter,47.46688,-0.49757,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_88ce7f2da33f41c186ed60560f1da00e,scooter,47.46989,-0.54769,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_d103a4a6662e41ccb08e2f38706f441c,scooter,47.45612,-0.52401,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_57a8e334a166415094e628298ad54381,scooter,47.47096,-0.55171,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_e7e4227c3059485faa011e7092b5c720,scooter,47.48956,-0.56258,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_8daac338c6ee4a15be5d4c179a3503ad,scooter,47.46443,-0.54841,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_4bbe8bc43ebb42a69665f1684fe16763,scooter,47.47342,-0.53781,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_451f76bd44ab46069009dcf4c2e3bdf3,scooter,47.46491,-0.5573,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_ff79afa013ab4682a9a8c21fd509fc07,scooter,47.46206,-0.56695,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_44ceaa1580084aea84dd1ecaca33e153,scooter,47.48912,-0.54367,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_a5478efa2b094c5ba2c07d04db14dcfd,scooter,47.46642,-0.55716,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_16486c6c81574393a4387575631a1fe9,scooter,47.48626,-0.51376,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_ad4103a87bf14fffac1faaa8c88a8e16,scooter,47.46437,-0.54834,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_5f30edfd0d944c0cbfc5930bdc105fc6,scooter,47.4443,-0.53941,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_ae6da9fc02f4448ebb790a3261304e74,scooter,47.48534,-0.54098,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_59ffbd7b07804b74b404c631fce29fd9,scooter,47.48996,-0.55713,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_887d4d032259441d936c8f801fa22d76,scooter,47.46709,-0.55243,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_6a756aff6db74d41b2861721a1ffdc2d,scooter,47.45821,-0.56382,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_9844502035ca4dc1975fcf907800b157,scooter,47.46783,-0.52702,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_d0fe9ab031fe405483402db44fb3c128,scooter,47.47893,-0.56499,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_78f232264c254f3cb77e60812294f0ff,scooter,47.46503,-0.59938,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_7b636a0e63ee4e9e85b9803b791ae952,scooter,47.47269,-0.56178,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_4d62ffff86d54ee1b85fd1daee599065,scooter,47.48857,-0.5702,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_195814823d0b4504adf1f5cb69dfd01c,scooter,47.46279,-0.55967,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_254437b7ceab44efac5f9dea172935b6,scooter,47.4238,-0.56262,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_14d30efac2c44d54b30386a94f04ffb4,scooter,47.4671,-0.54505,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_0ca4b4964e8441ba9b04b7bc35c8a0e2,scooter,47.4676,-0.52528,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_0b68edf3174d40d98b6d204d6d797e6c,scooter,47.4727,-0.53925,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_d7cfd96ec5c7464382c1e272bb79c59b,scooter,47.49264,-0.50185,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_8da0ea1a1bcf40979a3e78f54b6a7159,scooter,47.46292,-0.53801,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_c6d3dc1da8f147dd8d579209ce3a58fd,scooter,47.46484,-0.55734,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_9fa285650a1f4471b1cc4932a9c98d29,scooter,47.47079,-0.55161,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_7df534b4599a4cc1985d16f54e262766,scooter,47.44679,-0.49804,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_1d7c8aa8722946d5843f4af121488545,scooter,47.46482,-0.55739,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_5ff484fcfa31454dad1464d3bd805113,scooter,47.48911,-0.54374,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_71c13b48184647aa84ba38688418c0df,scooter,47.47314,-0.59652,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_26ad7f1dbcc344858e7721139fcd5f10,scooter,47.47681,-0.59818,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_20ce337f23c448ef8505515317b93267,scooter,47.48009,-0.5721,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_d3e2a1ecd0d54e3eb72dae95403f09d7,scooter,47.46968,-0.55808,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_3bd135e0e411433dbb42c2d48002f1b9,scooter,47.48128,-0.60624,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_aa268cea94b6480d9097ed47a08e44f6,scooter,47.46495,-0.55704,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_2e7d474648cf42ec8d76925fcc5c8c16,scooter,47.46706,-0.55614,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_755d18a63c7a4e10be902952d052239f,scooter,47.47522,-0.56173,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_65ebefd491254130b83e1c0fb49978d6,scooter,47.44159,-0.49177,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_1d973f996750498780e635abe43569af,scooter,47.4744,-0.54122,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_2677f413fe63496a91e9f367d177cb7f,scooter,47.44786,-0.5451,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_d8074eaa85bf4a1ba8d393a67c395e1a,scooter,47.48503,-0.53378,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_0a3ec988cbea4decbaa569dbca726b70,scooter,47.46483,-0.55738,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_105a4f88966d4c86a47329d3cceaea55,scooter,47.47467,-0.63042,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_66afd885836f42a4b5afced125f87f82,scooter,47.45898,-0.48491,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_453ad4151f0a492a943d63513b69ed02,scooter,47.4809,-0.56414,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_ae483d5ffcdf4483a06dde1807000574,scooter,47.46312,-0.53028,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_1ade6112f9934fd78b672a7691dc58b0,scooter,47.46985,-0.54774,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_98c214fc2046452788d3dd9bb4cecb0d,scooter,47.50201,-0.517,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_fd7d6286eb634d3bb0349aed0aa5ba05,scooter,47.48088,-0.53675,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_f5bc0e029c044520bfb9124a056a63dc,scooter,47.49021,-0.56112,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_91302746a90a43b99479c104996f6132,scooter,47.50011,-0.52074,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_f8ce66f83bbd4fb9a759a6ed70cf1965,scooter,47.46445,-0.54839,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_f04e58d5a8aa493aa2ffa4e379a2d901,scooter,47.46283,-0.55256,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_8165d2912c11455486adcf2a4245b34d,scooter,47.46507,-0.55679,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_a2672a6d858b4d5d8df26461b94c3444,scooter,47.45589,-0.55112,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_b3bae120084c4bcf913b3f584ed9470e,scooter,47.4443,-0.53938,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_fcfd72a09c66414eb34e00109a23b22b,scooter,47.44868,-0.53861,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_ae9cd28dd85045f78591c466890c1168,scooter,47.42515,-0.56401,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_f3457444b0a643089729e4703246e644,scooter,47.443,-0.48908,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_618f57cd228943b98c7d99a9b944edfb,scooter,47.45703,-0.57032,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_6014eb83220d4c8c864686f0f45fd498,scooter,47.45463,-0.55688,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_f1b45840627b43a0ab489a7710199292,scooter,47.45586,-0.55121,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_2b47f16076d84061b999c90eeb237e45,scooter,47.46996,-0.54772,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_c2208e3b1f3746659fbd79b57f40c89b,scooter,47.49175,-0.55144,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_397459a3079b40cdb19728b1ece90e41,scooter,47.47624,-0.53842,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_b8894fd5caf0423b85e2c8e370f504b8,scooter,47.46985,-0.5477,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_02166aaee179414d98ac0e1cda887c02,scooter,47.46984,-0.54768,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_fb1a3c3c1b694329bb775c3671e7e156,scooter,47.46002,-0.59213,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_52f8dd04982c45899a1c8f6df70588a2,scooter,47.44632,-0.4892,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_5c25865ee454400bbec9695f1dc7f35f,scooter,47.46486,-0.557,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_6f8ec0131ccc4abe953fefd6b5d7b132,scooter,47.46864,-0.52658,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_dc3736d5ac61491a877408a7616f79c0,scooter,47.47488,-0.60215,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_aad2242693714f4faefa190f54f8acf1,scooter,47.46723,-0.54953,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_26d729b25eb946c6a5c258ca0fbea409,scooter,47.48573,-0.62594,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_bfbfabb2f9cf4a3db96d141bdac8ed92,scooter,47.47086,-0.55175,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_dcc85f01953b4e53b82eb1e3b8cdb545,scooter,47.46539,-0.5507,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_b12ede3fab14405f8f81c620ab73e649,scooter,47.46934,-0.56169,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_b3c0dc57d12744f08b2bfd3fb5957893,scooter,47.46445,-0.54842,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_291fb73a8ef54c8cbbc75ed61ff26351,scooter,47.45861,-0.55251,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_fafa4ef019a74f08bea1d25d6e5271ed,scooter,47.48881,-0.5427,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_53cd2755a6dc4fff87bef5ccaccab116,scooter,47.46542,-0.54518,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_008cab20c299412fbc2151ab18708182,scooter,47.50001,-0.49042,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_a446ebc7a0df43b49d239da5bcc27fc5,scooter,47.46757,-0.52511,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_045953ccc7c847b998345baf2d4745bd,scooter,47.44539,-0.5468,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_d8daf22365d04feeb386ac592b830499,scooter,47.4949,-0.57499,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_d03a399aaa7546e484b23fc55abe9a32,scooter,47.46187,-0.59192,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_38035274e20a47e5a87233f626fea098,scooter,47.44621,-0.48926,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_6f09a320734f4afca169ccc1788155e2,scooter,47.48361,-0.51933,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_f576dfcac67145538ff5cc3616e56908,scooter,47.45994,-0.52412,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_6f23a6a7709647088254d6a4b0fa7188,scooter,47.46109,-0.48458,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_c6688cb1165d45d0b8c74f487f7e533e,scooter,47.48431,-0.54141,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_9ce37eb2109141b9b638ff5863d725b1,scooter,47.46513,-0.55574,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_18d4b85deda44aa2b046b9f9b503fb1e,scooter,47.47241,-0.56128,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_87477ea733f4413786c936df0b3c4614,scooter,47.46478,-0.55736,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_74738d62b1fc4a79b30dcff79a97d80d,scooter,47.49109,-0.5545,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_461fe4edcb69425680745fa863eebffb,scooter,47.46287,-0.55973,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_94325c341018470ead6edf548b4629cf,scooter,47.45039,-0.52701,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_dd40e61397a54b49b2dc561608121346,scooter,47.47131,-0.54646,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_aa2097f474a349fca1939963499d3e99,scooter,47.4698,-0.54768,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_f1536c189edc413eae692a159ab4a5f7,scooter,47.48923,-0.57471,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_c77f10b02831477f88dfef6b186510cf,scooter,47.47671,-0.58768,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_2d3207176f2a47109d512adf605369d7,scooter,47.47548,-0.55895,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_90f51bab5c0544b582d0d44ab1cc3cbb,scooter,47.46543,-0.55076,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_5064c6cfb6cd4735bba94c5f582b8b8b,scooter,47.45128,-0.54886,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_5d37f4cba4bc4342b2d867d6ac65c1bc,scooter,47.4648,-0.55691,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_fe07efad303844729d3d2f17d212325d,scooter,47.43516,-0.50102,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_0a7a782bc63d4c059466347635d324d3,scooter,47.44543,-0.54678,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_8af9a3781dd243f48cfe6c600fc1556f,scooter,47.48831,-0.55791,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_f4d3936d774d4c82a35db59c0a87a79d,scooter,47.46447,-0.54836,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_b1840b405b2d43ad865de1ab1dfb1dd4,scooter,47.47619,-0.53839,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_7454c7cb4cff4d6581cff51f5217150e,scooter,47.46755,-0.5252,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_ed9b52d817b349b09ad2e34091949fe6,scooter,47.45618,-0.54351,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_ed331fb91511436d80ef460953014c7a,scooter,47.47889,-0.55703,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_49d4f646824d453dbfa93ebd4ed70346,scooter,47.47507,-0.52578,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_500fd438893f4ad3b91c15c27ed54a61,scooter,47.44916,-0.56534,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_36f04fef296c47bf81ce8c4f7e397558,scooter,47.44868,-0.53867,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_0b60ba0e1135430e8ea4d8510af7475d,scooter,47.44064,-0.48912,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_64138e7465b3461a8f3e97420a376bfe,scooter,47.46645,-0.55718,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_1fcc8a68ff874c44a3a31ef090c588f9,scooter,47.47824,-0.60143,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_de47aa61fffa4cfc9c7ea2511e27bd46,scooter,47.4909,-0.56107,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_60a90be69ba94ab783d31e8c2b296d60,scooter,47.47023,-0.54687,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_0eebc48ada9b4298bb482295412dd35e,scooter,47.47091,-0.55172,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_67deb0449b8d414980e7443acc7b1b8c,scooter,47.46032,-0.56823,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_c138e0a90d9b4bb197a96555c70aff94,scooter,47.47915,-0.56445,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_2a783863e5364854bfb57491ff0164bb,scooter,47.4538,-0.54629,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_17efe97904d54b499a1666c51d3e82b6,scooter,47.46755,-0.52516,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_6e48f6d0e8d54982b18e331a5fd5299c,scooter,47.47232,-0.56106,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_338c185361ff42f68b08df5da0227432,scooter,47.47576,-0.58597,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_2f99f8ba4cf242c78c8d53f29ffd8ffd,scooter,47.46392,-0.53051,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_3cf30c608c254771944173484980fc44,scooter,47.47351,-0.54494,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_8138592ae07a4b04ae9f4a578a114653,scooter,47.44837,-0.56404,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_9740f2d8a9a54ef1a6f15e6e49b60df3,scooter,47.44756,-0.50953,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_cea93ac431fc4287b69b523f42ae55c5,scooter,47.4771,-0.55141,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_309720d74bdd4e4f9b0099e4f5f8d146,scooter,47.46709,-0.55242,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_4ae3d167e0554fe6b44b852828c3d32c,scooter,47.43391,-0.52548,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_f30118f90bbf4f9381aeac4afbf37133,scooter,47.47284,-0.57722,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_606fcb09adf54eb6a0ad1e5c0385f77f,scooter,47.461,-0.52905,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_3e58ea6f6c1d46feb87906cd39e8f95b,scooter,47.47889,-0.55721,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_1e1d47df4f7041db804e41ac2d71ba64,scooter,47.46,-0.53722,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_fe1a3f74378344d391e0e2f29e040901,scooter,47.46486,-0.55893,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_be32977a05754d00b74857d2cd608710,scooter,47.47368,-0.54895,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_3ce8a14a77f14962afc3fae426a3dbe0,scooter,47.47369,-0.5846,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_6aab344895544509849565dd9025fe3e,scooter,47.47695,-0.5661,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_25bc31adfe0b41f38e389e6ca3c13e5a,scooter,47.50041,-0.58358,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_ea1c68555cbb4eee8dabfcb842878e9d,scooter,47.44751,-0.50973,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_b4b0a399a28c4c18b1c9fff3466e4389,scooter,47.46309,-0.54948,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_4c5a77a951aa47fbb85c4923901f6821,scooter,47.47235,-0.56123,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_ff40b2f552134daf9fd7bf45d6bb4856,scooter,47.4649,-0.5589,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_95b1ce708b794dfb95bac76f14d26d44,scooter,47.46799,-0.55134,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_38fa2d46ff7446908ac108bfedf0e3e1,scooter,47.44842,-0.56406,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_b879786bb10740a0a7a4da536129179b,scooter,47.45126,-0.54894,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_b849d9970bb04be3b566b8610696923d,scooter,47.46797,-0.55136,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_82ce3cd2b37c4cf882f6ae39be1561a0,scooter,47.48938,-0.54431,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_8b7503da821f46cb8a3e5ddd1fbb1d3a,scooter,47.46593,-0.55932,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_398a2640c1bf4feda9f76955725473e8,scooter,47.46279,-0.55979,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_8dd18593049b4356855196c0dddb90f4,scooter,47.47421,-0.55436,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_fcd41a5cb9ad46ed82a3e186b081d983,scooter,47.46795,-0.55136,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_aabd6a39d4b2490dbfb8312751e1568b,scooter,47.45356,-0.53665,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_05b25be960ba463e8744412dcba1ee03,scooter,47.47133,-0.56808,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_d216e672f8094d05b5253e0e800f2679,scooter,47.48666,-0.56342,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_3683de378168450eaab22121ca70b729,scooter,47.49063,-0.49099,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_0a53f23d97984fcb992fd847286e4691,scooter,47.46518,-0.55569,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_67891e1f7a5f42fcb4e4612979bdc1f2,scooter,47.47313,-0.59651,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_23609a4d2d8748d59caaf0db83d51b32,scooter,47.46741,-0.5591,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_c1b5025ea8884ac6b755beb23a824785,scooter,47.47909,-0.56439,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_435aec8d100a481c881f41c7d4938c85,scooter,47.46802,-0.55132,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_b1e53ddc6be14c699551349635a47152,scooter,47.48671,-0.50458,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_566d2b9e58d74f4fb884092d2d991000,scooter,47.47284,-0.57715,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_f71186e370b24c84946c02ba67e4fee4,scooter,47.47091,-0.55175,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_9faf6bd90c7642c6932f0a0aa915cb09,scooter,47.46451,-0.54836,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_22f4480a2f174f1ca7eeb2bd092f2e38,scooter,47.46484,-0.55894,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_7b7142cfd4c345c2b9029def5f72913f,scooter,47.47902,-0.5643,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_daa53858c16948418627ac1c9a55c513,scooter,47.42491,-0.52544,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_967e68d09bd24c3b994ef90830525670,scooter,47.4651,-0.55577,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_fee0f0bd2cc84bdc83f2ab3b0c03bbd4,scooter,47.51038,-0.59449,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_ee4498313d5a4fc09f1a2dc8aaaa2f26,scooter,47.42493,-0.52545,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_d4cfc029fca24ac9b00f4fa3f8ecaeba,scooter,47.48878,-0.54245,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_9acc312add0a4b00ac4c996a1d1b7273,scooter,47.4791,-0.56451,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_1bc8674d630a4487be0100d4de9b78ad,scooter,47.4651,-0.55705,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_05da6310b4534115a4466aafc498b111,scooter,47.47544,-0.57119,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_735a0c7042fe4d6689b5d65b36ccd871,scooter,47.47009,-0.54951,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_864293eb6d1c421da5c2f37b575fa35d,scooter,47.47842,-0.5564,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_76d4489e63b14fe7a13a4ace0d5dc3b8,scooter,47.4873,-0.5354,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
pony_f1381b48423e45cdb58672be8519387e,scooter,47.42494,-0.52539,2023-08-15 12:20:01.858408+02:00,"[10, 255, 255]"
